grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,n_hours,time_tot
20,50,18,1,2.7,70,1087.98
20,28,26,1,4.75,56,1249.7699999999998
50,46,20,0,1.6,28,76.03
50,40,24,0,1.0,90,273.19
50,36,16,1,1.8333333333333333,137,372.78
20,21,22,0,2.333333333333333,126,6098.27
50,48,18,1,1.6,49,110.89
50,14,26,0,2.142857142857143,78,438.2
100,18,14,0,1.4,112,135.47
20,45,16,0,2.8181818181818183,130,4015.17
50,24,18,0,3.2,47,209.67
20,18,22,1,2.7333333333333334,136,4592.1500000000015
50,20,14,1,5.0,14,55.18000000000001
20,14,36,1,1.15,136,4700.78
20,25,28,1,1.7857142857142858,53,1207.9899999999998
20,31,24,0,1.25,30,1007.77
80,12,30,0,1.6,134,257.8
50,19,28,1,1.4285714285714286,28,84.26
80,11,36,0,1.2,43,93.02
50,34,32,0,1.2,27,87.36
50,23,30,1,1.3333333333333333,118,323.7000000000001
50,15,32,0,2.0,65,356.16
20,56,16,1,5.0,127,2114.84
50,48,20,0,1.0,23,69.02
50,40,22,1,1.8,12,25.89
20,25,18,1,1.35,64,1810.57
100,16,14,1,1.1666666666666667,41,42.39
50,18,32,0,2.4,135,648.62
20,25,24,0,2.75,96,4041.49
20,27,32,1,3.4444444444444446,102,2249.23
80,16,20,1,1.1666666666666667,4,6.5600000000000005
20,48,20,1,1.0666666666666669,57,949.67
20,14,32,0,2.333333333333333,120,7709.27
20,56,30,1,5.0,133,1629.5400000000004
20,23,16,1,1.4761904761904765,119,4085.25
20,33,34,1,1.0714285714285714,132,2341.66
20,11,28,0,2.647058823529412,52,4431.79
20,54,14,0,2.4545454545454546,132,3847.2
20,42,22,1,5.0,13,235.04
50,18,18,0,2.2857142857142856,133,706.2900000000002
20,14,18,0,1.7826086956521738,120,9483.51
20,60,28,0,1.4,85,1763.15
50,32,18,1,1.0,77,222.35
80,15,16,0,1.6666666666666667,109,214.52
50,30,28,1,1.8,129,319.15
50,22,36,1,1.3333333333333333,10,35.66
20,60,36,1,3.0,9,117.38
20,32,26,1,1.2666666666666666,18,361.66
50,45,16,0,2.2,79,233.71
20,19,36,0,2.0,9,461.68
50,48,30,0,1.0,48,126.31
20,35,30,0,4.714285714285714,28,865.3100000000002
50,24,24,1,1.0,102,302.42000000000013
100,15,16,1,1.0,6,6.7200000000000015
20,40,20,1,1.3333333333333333,102,1865.82
50,14,20,0,2.8571428571428568,62,371.55
50,14,36,0,2.8,80,448.62
20,31,32,1,1.0666666666666669,49,949.36
50,18,26,0,1.5714285714285714,76,350.97
20,50,18,0,1.0,109,2876.080000000001
50,21,22,0,1.0,134,589.52
50,18,24,1,1.375,74,241.07
20,21,30,1,1.9285714285714288,43,1100.91
20,23,28,1,3.5,6,155.5
20,30,30,1,1.0,20,400.69
20,12,30,1,3.8461538461538463,136,5576.9000000000015
20,39,18,0,2.25,105,3371.76
20,12,32,0,2.7333333333333334,75,5588.34
80,23,22,0,1.0,70,105.03
20,55,36,0,2.2857142857142856,106,2381.32
20,33,20,1,1.6666666666666667,7,154.26000000000005
20,24,20,0,5.0,68,3166.56
20,48,14,1,3.5,8,169.70000000000005
50,60,14,0,1.8,66,181.0
20,12,32,1,1.55,112,4601.739999999999
20,12,30,1,1.08,129,5489.5700000000015
50,34,18,1,2.2,115,287.79
80,14,16,1,1.1428571428571428,88,146.49
20,49,32,0,2.125,136,3027.74
20,23,36,1,1.6153846153846154,37,823.31
20,17,36,1,1.9285714285714288,62,1827.84
50,35,36,1,1.0,41,92.54
20,48,36,1,2.5714285714285716,79,1074.51
20,45,36,1,2.25,129,1796.01
20,17,32,1,1.933333333333333,114,3373.02
20,35,26,1,1.3571428571428572,112,2101.16
20,30,16,0,2.2,90,3870.07
20,11,36,0,1.2272727272727273,28,2268.13
20,44,30,0,1.4545454545454546,130,3324.49
20,20,30,1,2.75,78,2110.54
80,27,14,1,1.2,9,12.64
20,15,14,0,2.1739130434782608,8,763.3299999999998
20,12,30,1,1.65,128,5249.47
80,11,26,0,1.8,113,235.33
20,48,32,0,1.5,65,1596.24
20,45,20,1,4.125,54,928.26
20,39,20,0,2.083333333333333,110,3279.92
20,59,32,0,1.875,117,2386.48
20,28,32,0,1.1333333333333333,68,2500.67
20,34,34,1,4.142857142857143,16,284.74
20,42,16,1,1.1764705882352942,132,2727.7000000000007
20,58,14,0,4.375,66,1932.38
50,30,36,1,1.2,57,131.26
50,21,34,0,1.8,37,156.75000000000003
20,41,34,1,1.1666666666666667,127,1990.28
80,11,14,0,1.375,101,281.61
20,41,30,0,1.3333333333333333,33,863.94
20,54,16,1,2.7,99,1708.79
20,36,36,0,1.8,91,2604.85
80,12,16,0,1.4285714285714286,66,150.67000000000004
20,28,26,1,3.888888888888889,56,1245.25
50,25,36,0,1.0,66,263.18
50,18,20,1,1.1,61,206.85
20,30,26,1,2.083333333333333,84,1691.17
100,11,20,0,1.8,81,107.57
20,57,24,1,4.333333333333333,63,796.7
20,17,16,1,1.0689655172413792,87,4064.75
20,24,30,0,3.3,79,3229.82
50,38,20,0,2.0,18,56.11
20,19,16,1,4.769230769230768,78,3151.72
50,18,14,0,1.7777777777777777,36,232.28
50,30,20,1,1.0,132,355.91
20,24,30,1,2.25,37,856.88
20,53,22,0,2.4444444444444446,49,1154.63
20,15,36,0,1.6875,32,1967.0
20,19,16,0,4.769230769230768,131,8667.34
50,17,36,1,2.2,63,181.01
20,21,36,0,1.0588235294117647,107,4849.75
20,54,36,0,3.0,109,2388.640000000001
20,12,20,1,3.875,95,4916.580000000001
50,11,30,0,1.4444444444444444,47,308.26
20,30,22,0,4.5555555555555545,12,437.64
20,12,16,1,1.3225806451612905,84,5089.719999999998
20,20,28,1,1.4705882352941178,44,1188.61
50,16,16,1,4.166666666666667,30,131.43
20,10,18,0,1.2424242424242424,109,12038.78
20,21,36,0,1.7692307692307692,66,2863.51
20,24,18,1,3.1538461538461537,11,326.35
20,44,28,0,2.75,110,2726.1
20,16,14,1,3.647058823529412,10,516.31
100,16,18,1,1.2,93,85.19
20,39,30,1,1.7272727272727273,121,1988.23
50,52,20,1,1.4,113,225.07
20,52,30,1,2.375,89,1195.82
50,37,20,1,2.0,100,225.63
20,44,18,1,1.3333333333333333,52,944.91
20,38,32,0,1.1538461538461535,3,86.81
20,60,30,0,1.0909090909090908,54,1105.82
20,46,30,0,2.625,4,103.58
20,52,14,0,4.75,32,980.81
20,16,24,1,1.55,76,2677.02
20,37,28,0,1.3076923076923077,99,2823.7
20,11,16,0,1.4516129032258065,6,678.09
20,28,16,1,1.8235294117647056,33,933.3
20,43,14,1,3.1818181818181817,83,1843.6
20,22,28,1,3.1818181818181817,82,2123.56
50,16,28,0,1.7142857142857142,64,328.4000000000001
20,58,30,0,2.125,31,664.13
20,36,14,1,1.5882352941176472,117,3023.06
50,16,22,1,3.0,130,456.46
20,39,36,0,2.1111111111111107,127,3815.81
20,58,26,0,2.375,66,1395.31
20,45,32,0,4.166666666666667,114,2844.1
20,38,30,1,3.125,125,2084.62
20,21,36,1,1.7692307692307692,49,1165.18
20,30,26,1,3.6666666666666665,113,2355.84
20,41,24,0,1.6666666666666667,121,3512.42
20,22,14,0,1.5909090909090908,57,3836.74
50,13,16,1,3.571428571428572,41,192.36
80,21,24,1,1.0,94,107.98
20,60,14,0,2.272727272727273,136,3681.52
20,20,20,0,1.55,78,4087.58
50,21,34,1,1.8,80,199.83
20,33,32,0,1.8181818181818181,87,2662.19
100,15,16,0,1.0,112,140.44
50,48,24,0,1.2,103,285.0300000000001
20,35,22,1,1.5714285714285714,48,929.56
20,25,36,0,4.125,37,1458.03
50,55,14,1,1.8,3,8.02
80,33,16,1,1.0,26,30.33
50,19,22,1,1.1111111111111112,56,179.74
80,10,36,0,1.0,71,237.35
20,40,24,1,1.0666666666666669,32,558.42
20,60,16,1,4.714285714285714,75,1190.12
20,12,24,1,4.769230769230768,118,5397.670000000001
80,21,16,1,1.4,123,159.54999999999995
20,10,36,0,4.583333333333333,89,8126.79
20,40,34,0,3.571428571428572,46,1240.29
20,52,34,0,1.5555555555555556,13,282.31
50,38,18,0,2.2,17,55.47
50,16,32,1,2.0,9,30.04
20,56,20,1,1.0714285714285714,19,296.12
20,55,34,0,4.4,123,2565.95
50,16,22,1,1.3333333333333333,56,197.9
50,39,28,1,1.4,115,227.08
20,49,24,1,1.5454545454545454,61,871.37
80,24,22,0,1.0,70,97.74
20,11,30,0,1.5,9,750.3100000000002
20,17,18,1,3.928571428571429,4,165.42
20,49,26,1,1.9,47,717.09
20,40,36,0,1.3636363636363635,106,2801.5199999999995
50,20,34,1,2.0,27,69.33
20,24,36,1,3.4444444444444446,84,1868.32
50,26,26,1,1.0,40,109.98
50,36,20,0,1.3333333333333333,89,290.72
50,15,14,1,1.0769230769230769,77,365.47
50,60,18,1,1.2,60,122.38
50,33,22,1,1.5,133,299.36
20,57,28,0,1.181818181818182,128,2731.09
20,19,30,0,2.5384615384615383,1,53.97
20,48,30,1,4.166666666666667,51,690.61
20,13,20,1,1.52,77,3634.59
20,44,28,1,2.75,27,403.47
20,25,18,1,4.545454545454546,49,1409.47
50,37,36,1,1.0,15,33.739999999999995
20,55,22,1,2.4444444444444446,116,1577.02
20,37,28,1,1.3076923076923077,124,2197.6600000000008
20,30,20,1,1.0,137,3201.29
20,15,20,1,1.32,131,5489.6
20,17,24,0,1.45,82,4754.96
80,11,34,1,1.4,14,21.22
20,24,34,0,1.4285714285714286,81,3114.57
50,30,26,1,2.0,23,56.7
20,58,14,0,4.375,8,238.78
20,50,36,0,1.3,26,575.5
50,28,24,1,1.5,78,196.59
20,52,16,0,3.4444444444444446,52,1441.7
80,10,22,0,1.8333333333333333,77,174.22
100,15,18,1,1.2,105,105.51
20,33,32,1,1.0,84,1590.97
50,57,24,1,1.0,130,242.46
20,45,34,0,1.2727272727272727,38,900.28
20,45,34,0,1.2727272727272727,54,1275.96
20,42,16,1,3.5,12,259.78000000000003
20,14,20,0,1.4,59,4416.65
20,55,26,1,2.1111111111111107,27,353.55
50,29,26,1,1.1666666666666667,130,333.76
20,52,36,1,3.333333333333333,5,82.42
50,12,26,1,5.0,62,248.27
20,28,28,1,3.1,33,705.26
50,27,18,0,1.5714285714285714,80,317.36
20,45,22,0,1.0666666666666669,34,895.0500000000002
20,21,32,1,1.1764705882352942,135,3391.56
20,18,22,1,5.0,130,4471.580000000001
20,47,14,1,3.5,50,1044.6699999999996
80,19,16,0,1.1666666666666667,139,251.13
20,42,16,1,3.5,95,2012.74
50,27,18,1,1.5714285714285714,98,288.55
20,18,34,1,1.9285714285714288,83,2322.6
20,11,32,1,3.0,32,1396.74
20,39,14,0,2.9166666666666665,17,665.44
50,50,32,1,1.0,125,223.23
20,48,36,0,1.6666666666666667,103,2379.59
20,39,20,1,4.75,5,100.11
50,16,34,1,2.4,117,351.92
20,49,36,1,1.0,65,904.73
50,50,28,1,1.0,113,219.45
50,21,16,1,1.3333333333333333,81,293.0
20,36,32,1,3.8571428571428568,80,1346.9900000000002
50,32,20,1,2.4,109,259.79
20,22,36,0,1.3333333333333333,102,4302.02
80,16,18,1,2.0,121,157.83
20,41,16,0,2.583333333333333,123,4126.969999999998
80,15,16,1,1.1428571428571428,102,157.81
20,40,14,0,2.2142857142857144,24,920.64
20,22,16,0,1.4090909090909092,87,5108.48
50,40,14,0,1.4285714285714286,47,164.64
20,48,30,0,4.166666666666667,23,543.42
50,37,14,0,2.8,41,158.79999999999995
50,28,18,0,2.8,85,321.7800000000001
20,60,28,0,2.125,139,2958.5599999999995
50,14,16,1,3.571428571428572,110,481.14
50,31,22,1,1.5,22,55.18
20,34,22,0,1.5714285714285714,70,2275.7000000000007
20,28,26,1,4.75,58,1294.2499999999998
20,45,16,1,1.25,4,84.63
20,45,32,1,1.3636363636363635,121,1791.97
20,38,22,1,1.6923076923076923,58,1045.1
20,18,14,0,1.2962962962962965,44,3452.7100000000005
20,54,34,0,1.4444444444444444,49,1019.22
20,18,20,1,3.8461538461538463,118,4126.92
20,60,36,1,1.625,93,1159.41
50,15,36,1,1.8333333333333333,20,64.03
20,38,18,0,2.0,43,1381.52
20,40,14,0,2.9166666666666665,135,5171.230000000001
80,11,18,0,2.6,99,230.47
20,53,22,1,2.4444444444444446,39,557.59
50,25,30,0,1.3333333333333333,67,248.05
50,10,32,0,3.333333333333333,4,31.59
100,10,14,0,1.4285714285714286,84,137.3
20,39,24,1,1.6666666666666667,10,178.26999999999995
100,10,18,0,2.0,137,200.02
20,21,20,0,1.0869565217391304,23,1205.81
50,19,28,0,1.4285714285714286,67,307.79
20,39,20,0,1.1875,54,1665.33
100,15,20,0,1.2,105,120.03
20,30,14,0,2.9285714285714284,28,1387.59
20,36,16,0,2.3846153846153846,102,3705.34
50,25,22,1,1.125,65,176.96
80,11,22,1,2.2,114,173.1
50,32,28,0,1.1666666666666667,94,320.0100000000001
20,42,20,0,2.272727272727273,51,1418.96
20,25,26,0,1.0526315789473684,41,1635.26
20,26,14,0,1.8421052631578947,35,1926.97
20,60,24,0,1.0833333333333333,90,1840.39
20,14,30,0,1.9411764705882355,86,5564.41
20,19,14,0,1.3461538461538465,76,5714.97
20,38,36,0,1.0,86,2403.78
80,18,14,0,2.0,111,209.66000000000003
20,58,14,0,4.375,64,1873.98
20,36,16,0,1.8,24,885.47
20,46,36,1,2.8571428571428568,83,1154.77
20,26,28,0,3.888888888888889,47,1813.54
20,47,36,0,1.3,55,1295.52
20,60,34,1,4.0,69,811.0400000000002
20,36,30,1,1.5,13,236.2
20,22,16,1,3.0,135,5004.910000000002
50,35,28,0,1.4,104,314.94
20,45,22,1,3.0,62,988.5
20,42,14,0,3.1818181818181817,127,4563.67
50,40,24,0,1.0,57,173.86
20,51,16,0,1.4285714285714286,76,2134.52
50,16,36,1,1.0,28,100.38
50,10,32,1,5.0,139,583.67
20,42,30,0,1.5454545454545454,116,2947.73
20,44,32,1,3.1428571428571432,3,50.81
20,23,26,1,1.1052631578947372,3,81.48
20,16,34,1,2.2142857142857144,36,1124.38
20,13,36,1,1.4210526315789471,129,5589.75
20,48,30,0,1.3636363636363635,88,2150.39
20,48,18,0,1.2,39,1074.56
50,14,36,0,2.8,41,230.61
20,37,34,1,1.0769230769230769,33,535.54
50,42,30,0,1.0,139,384.78
20,33,36,1,3.8571428571428568,137,2453.6800000000007
20,21,24,1,3.727272727272727,48,1350.44
50,15,16,0,2.5,131,868.53
20,50,36,0,1.3,128,2812.36
50,24,20,0,1.25,2,16.34
50,25,24,1,1.6666666666666667,65,167.14999999999995
50,23,24,1,1.0,121,350.38000000000005
50,19,14,1,1.4,137,547.8199999999998
20,24,24,1,1.8,131,3283.23
50,36,18,1,2.2,98,240.31
20,14,32,1,1.8235294117647056,83,2878.38
50,23,32,1,1.3333333333333333,119,329.04
50,20,18,1,4.0,120,409.54
20,35,20,1,3.5,47,947.62
50,34,18,0,2.2,21,69.61
20,42,30,1,1.5454545454545454,94,1415.75
20,50,20,1,2.5,94,1396.64
20,55,24,0,2.75,22,497.87
20,28,28,1,3.1,20,429.4
20,15,22,1,2.8125,89,3514.6
50,28,30,1,1.1666666666666667,44,112.2
20,50,26,1,1.9,57,780.87
20,46,24,0,4.428571428571429,33,868.71
50,15,36,0,1.4285714285714286,98,525.64
20,54,16,1,2.7,28,486.17
20,33,26,1,1.2666666666666666,80,1539.51
20,18,22,1,1.2272727272727273,32,1075.96
100,10,14,1,2.8,47,55.93
50,18,30,1,1.4285714285714286,1,4.36
50,56,14,0,1.0,54,158.46
20,20,32,1,2.583333333333333,74,1941.2
20,27,22,0,1.2222222222222223,87,3453.81
20,27,16,1,1.35,35,1081.44
50,60,14,1,1.1666666666666667,75,173.14
50,27,16,1,3.2,23,72.76
100,14,20,0,1.4,119,142.74
20,60,16,0,1.6666666666666667,43,1089.58
50,36,22,0,1.8,1,5.35
50,33,14,1,2.333333333333333,131,347.23
50,57,20,1,1.2,36,74.68
50,31,30,0,1.0,68,245.94
20,57,24,1,4.333333333333333,89,1123.0
80,17,18,0,1.1666666666666667,112,202.02
50,30,28,1,1.6,66,168.23
50,45,20,0,1.6,78,213.68000000000004
50,24,36,0,1.1666666666666667,137,561.8100000000002
50,20,32,0,1.6666666666666667,15,66.46000000000001
50,33,30,1,1.0,53,118.35
20,36,20,1,1.25,80,1613.82
20,48,14,0,1.1764705882352942,33,1081.32
20,19,28,0,2.6923076923076925,17,857.4
50,38,16,1,1.6666666666666667,14,39.73
20,56,24,1,1.7,101,1323.47
50,44,14,0,1.2857142857142858,38,127.16
20,14,14,0,1.0,32,3249.26
50,31,28,1,1.1666666666666667,9,24.64
80,23,18,0,1.2,138,217.23
50,25,26,1,1.1428571428571428,53,141.6
20,14,20,0,4.428571428571429,81,6160.440000000001
20,58,24,1,1.7,128,1709.25
50,23,28,1,1.1428571428571428,49,134.96999999999997
20,45,28,0,1.5454545454545454,113,2748.4
20,58,22,0,1.5454545454545454,27,590.27
50,38,20,1,2.0,135,297.38
20,22,20,0,1.1363636363636365,132,6667.3899999999985
80,13,20,1,1.5,18,28.05
20,45,16,0,1.9230769230769231,61,1908.25
50,23,24,0,1.0,53,227.13
80,16,20,0,1.1666666666666667,10,20.34
20,42,24,0,3.375,91,2395.1800000000007
20,15,16,0,1.064516129032258,74,6178.18
20,28,20,0,2.9166666666666665,5,203.57
20,12,34,1,2.9285714285714284,34,1388.35
20,42,26,0,1.4166666666666667,16,420.4
50,15,34,0,1.8333333333333333,64,345.02
20,22,32,0,2.8181818181818183,101,4636.52
20,48,20,1,4.714285714285714,78,1244.3
20,39,28,0,1.7272727272727273,98,2681.98
50,48,26,0,1.2,79,203.85
20,57,30,0,1.181818181818182,128,2724.46
20,51,24,1,4.833333333333333,55,766.29
50,11,34,1,1.2222222222222223,53,200.14
20,20,16,1,1.24,6,235.8
20,50,32,0,2.8571428571428568,112,2530.850000000001
50,16,22,0,1.3333333333333333,44,234.49
20,34,26,1,3.2222222222222223,42,794.9
20,45,20,0,4.125,68,1876.76
50,48,22,0,1.0,45,122.23000000000002
20,48,18,0,2.7,106,2860.78
20,40,28,0,4.428571428571429,112,3165.64
20,60,28,0,3.8333333333333335,137,2919.870000000001
20,18,34,0,2.230769230769231,137,6851.9000000000015
20,40,28,1,1.0714285714285714,107,1777.38
50,40,14,1,2.4,117,318.57
20,18,34,0,2.230769230769231,24,1207.5500000000004
20,24,26,1,2.583333333333333,120,2922.96
20,47,24,1,2.0,91,1410.83
50,38,16,0,1.6666666666666667,105,372.42
20,20,32,1,1.6666666666666667,75,1978.03
20,18,24,1,1.7222222222222223,61,1939.62
20,17,18,1,1.0740740740740742,98,3972.44
20,30,24,1,1.25,102,2145.27
20,45,30,0,1.8,126,3032.55
20,13,34,0,1.5263157894736843,137,9702.89
80,15,18,1,1.3333333333333333,77,112.71
50,33,32,0,1.0,59,181.02
20,44,24,1,4.428571428571429,60,980.25
50,38,14,0,2.8,19,71.35000000000002
20,50,14,0,1.1764705882352942,47,1516.8000000000004
50,36,30,0,1.4,115,338.66
50,17,14,0,1.2727272727272727,135,904.63
20,35,32,0,1.4166666666666667,76,2196.56
50,52,14,1,1.0,29,70.47
20,27,32,1,1.5384615384615383,60,1232.24
20,11,32,1,3.0,13,571.5699999999998
20,57,36,0,3.0,67,1486.05
20,22,34,0,2.636363636363636,77,3354.830000000001
50,52,18,1,1.4,73,159.83999999999997
50,12,22,1,1.7777777777777777,88,361.13
20,12,32,1,2.7333333333333334,128,5261.11
20,52,30,0,1.0,85,1991.94
20,24,14,0,2.411764705882353,33,1959.45
80,10,30,0,1.3333333333333333,87,194.27
20,23,34,0,1.5,50,2104.58
20,24,26,1,2.583333333333333,8,199.12
20,25,22,0,1.1,64,2707.36
50,32,24,1,1.3333333333333333,24,60.17
20,60,22,1,1.4545454545454546,124,1625.09
50,34,18,0,2.2,108,365.38000000000005
20,59,20,1,3.125,27,375.28
50,37,18,1,2.2,80,193.49
20,22,18,1,1.2272727272727273,93,2987.77
20,45,24,1,1.8181818181818181,27,416.87
50,21,30,1,2.2,6,18.55
20,26,28,1,3.888888888888889,16,380.33
50,56,18,1,1.4,136,294.8
20,26,18,0,1.4210526315789471,27,1203.4
100,15,16,1,1.6,126,116.85
20,14,34,1,1.7058823529411764,119,4020.29
20,55,36,1,2.2857142857142856,12,159.14999999999995
20,35,32,0,1.0714285714285714,9,267.7
20,60,22,1,1.25,95,1266.14
20,35,18,1,1.9285714285714288,108,2372.49
20,30,16,0,2.2,13,563.6899999999998
20,26,34,0,1.3571428571428572,99,3619.17
20,31,14,1,2.1875,53,1537.7199999999998
20,17,20,1,1.16,85,3210.01
20,13,18,1,1.4074074074074074,82,4208.18
20,48,28,0,1.3636363636363635,102,2379.27
20,44,32,0,1.3636363636363635,37,925.32
50,11,24,1,4.166666666666667,64,270.98
20,39,28,1,2.5555555555555562,78,1275.06
50,28,32,0,1.1666666666666667,33,124.82
20,45,18,1,2.4545454545454546,34,592.42
20,50,30,1,1.6,101,1304.74
20,56,24,1,1.3636363636363635,123,1647.47
20,59,26,1,2.375,39,509.12
20,48,28,1,1.3636363636363635,131,1849.25
50,12,20,1,1.6,103,438.67
20,60,22,0,2.75,25,552.37
20,20,18,0,1.65,60,3500.18
20,24,18,1,1.35,32,948.74
20,48,34,1,1.6666666666666667,118,1524.39
50,10,14,1,1.4285714285714286,9,57.93
20,24,14,0,2.411764705882353,2,122.08
20,29,28,1,1.0,6,133.67
20,42,36,0,2.8571428571428568,86,2153.88
20,54,32,0,1.6666666666666667,131,2800.9999999999995
50,18,36,1,1.1428571428571428,92,267.29
20,25,18,1,4.545454545454546,137,3934.19
20,43,36,0,1.181818181818182,85,2128.48
20,39,14,0,1.2105263157894737,43,1704.09
20,10,16,0,1.6129032258064515,84,10737.89
80,12,28,1,1.4,12,18.42
50,12,18,1,3.571428571428572,61,284.32
20,38,34,0,1.0769230769230769,67,1819.29
20,28,18,0,1.5882352941176472,5,218.94
20,45,32,1,4.166666666666667,115,1611.86
100,15,18,1,1.2,104,104.52
20,51,22,0,4.142857142857143,63,1531.16
50,31,26,1,1.1666666666666667,92,240.25
20,10,24,1,1.64,19,1470.12
20,38,20,0,2.1666666666666665,11,344.17
20,16,30,0,1.25,6,351.9899999999999
20,57,30,0,1.181818181818182,85,1811.14
20,23,22,1,1.0476190476190477,105,2906.63
100,10,24,1,1.6,119,117.99
20,18,22,1,5.0,27,933.53
20,11,24,0,1.8636363636363635,91,8255.769999999999
100,14,18,1,1.4,42,44.98
20,55,24,0,2.2222222222222223,130,2797.09
20,50,32,1,1.5,66,859.76
20,55,18,0,4.714285714285714,107,2742.21
20,46,16,1,3.1,102,1919.11
100,17,18,0,1.0,89,102.34
50,54,26,1,1.0,91,167.72
20,24,14,1,1.3478260869565215,38,1390.46
50,30,32,1,1.0,129,336.37
50,37,18,1,2.2,106,255.89
80,10,36,0,1.6,87,194.97
20,17,24,1,1.45,12,422.4
100,17,14,1,1.4,72,68.50999999999999
50,20,28,1,1.4285714285714286,55,154.33999999999997
20,40,22,0,2.272727272727273,71,2017.47
20,49,14,0,3.5,7,236.1
20,50,22,0,2.2,17,403.04
50,10,14,1,2.8,9,60.67
80,23,14,1,1.6,8,11.51
50,25,34,1,1.6,117,268.7
50,13,30,1,1.8571428571428568,135,475.32
20,60,24,0,1.0833333333333333,61,1250.5300000000002
20,36,20,1,1.9230769230769231,3,66.16
50,18,14,1,3.1428571428571432,98,390.33
20,48,18,0,1.2,23,635.2
20,31,24,0,1.25,3,105.7
50,42,18,1,1.8,13,31.94
100,18,16,1,1.2,17,17.23
20,33,32,0,1.0,38,1171.4899999999998
20,18,30,1,1.6875,36,1067.12
20,55,24,0,1.25,115,2523.2899999999995
50,18,34,0,2.2,49,220.94000000000003
20,10,22,1,1.8,78,4479.82
20,56,26,0,1.8888888888888888,15,338.79
20,38,20,0,2.1666666666666665,21,653.47
50,33,36,1,1.2,104,222.95
20,59,18,0,3.375,59,1419.51
50,30,16,1,2.0,48,148.65
20,27,22,1,1.2222222222222223,62,1504.73
20,57,14,1,4.375,108,1922.77
20,48,14,1,1.5333333333333334,139,2832.49
50,21,14,0,1.5555555555555556,127,713.7
20,53,28,1,1.8888888888888888,104,1364.95
50,17,34,0,2.2,79,370.3
80,10,22,1,2.4,50,80.10000000000002
20,58,34,1,1.75,113,1327.75
50,24,22,1,1.125,105,303.84
50,36,26,1,1.4,130,285.44000000000005
20,29,36,1,1.3076923076923077,2,42.9
80,36,16,0,1.0,82,105.34
50,32,34,1,1.2,6,15.31
20,55,16,1,3.4444444444444446,103,1712.0099999999998
20,37,24,1,1.5384615384615383,51,953.41
20,60,22,1,1.4545454545454546,100,1312.13
50,10,22,1,1.8,125,570.5999999999998
20,60,34,1,1.3333333333333333,135,1566.72
20,60,36,1,1.3333333333333333,103,1297.4599999999996
20,54,20,0,1.2307692307692308,131,3154.96
20,22,36,0,1.6923076923076923,104,4364.71
20,25,18,1,1.35,56,1584.89
50,21,22,0,2.333333333333333,96,402.62
20,33,26,1,1.8333333333333333,55,1044.99
50,24,14,1,1.3333333333333333,2,8.52
20,35,14,1,5.0,126,3427.14
20,51,14,0,2.636363636363636,133,4121.68
20,54,24,0,1.8,98,2168.65
20,40,22,1,2.272727272727273,104,1790.2500000000002
50,25,16,0,1.5,5,23.54
20,15,22,1,1.5,14,554.12
20,34,20,0,1.7857142857142858,129,4304.08
50,16,26,0,1.7142857142857142,45,232.25
50,27,32,1,1.1666666666666667,6,17.95
20,52,36,1,1.2,70,908.08
80,18,20,0,1.0,75,125.28
50,39,16,1,2.4,106,271.06
50,44,24,1,1.0,78,159.4
50,13,24,0,2.2857142857142856,50,304.96
100,12,30,1,1.0,23,21.56
50,57,22,1,1.2,81,151.28
80,33,14,1,1.0,110,132.69
20,39,30,1,1.3333333333333333,27,439.38
20,11,18,1,2.5,112,6570.9
20,21,30,1,3.0,81,2071.76
20,20,28,0,2.2142857142857144,135,6465.3
100,15,16,0,1.0,57,72.59
50,15,24,1,1.1,68,242.6
20,60,28,0,2.125,113,2406.84
50,40,22,1,1.8,123,250.11
50,14,18,0,1.7777777777777777,33,213.43
20,54,32,0,1.6666666666666667,42,902.63
50,39,36,0,1.0,17,54.32
20,15,36,0,2.5384615384615383,72,4303.63
20,18,30,0,2.5384615384615383,57,2942.1800000000007
20,57,18,1,2.888888888888889,3,53.77
50,20,30,0,1.6666666666666667,117,499.02
50,21,16,1,2.2857142857142856,83,286.75
20,20,16,1,3.333333333333333,117,4517.18
20,11,18,1,1.6666666666666667,8,483.4
20,56,18,0,2.3,121,2978.2
20,28,14,1,2.0588235294117645,38,1218.2699999999998
50,22,28,0,1.2857142857142858,24,105.85
20,55,36,1,4.4,104,1630.44
20,47,26,1,1.9,2,34.59
20,48,22,1,1.8181818181818181,44,686.77
20,48,18,1,1.2,80,1434.46
20,52,14,1,4.75,76,1440.7
20,40,28,0,4.428571428571429,51,1444.22
20,14,36,0,3.727272727272727,90,5790.34
20,17,18,0,3.928571428571429,98,6450.25
20,48,34,0,1.4,73,1717.55
50,15,28,1,1.1111111111111112,60,200.64
100,10,22,0,1.8,86,118.36
50,12,18,1,2.75,1,5.85
20,18,32,1,1.0,96,2736.4500000000007
20,15,20,0,3.125,83,5821.24
50,12,14,0,2.7777777777777777,108,952.86
20,30,24,1,3.3,35,767.83
20,42,22,0,5.0,118,3350.8
80,16,18,1,1.1666666666666667,37,53.64
80,23,14,1,1.6,107,141.20000000000005
50,21,22,0,1.0,21,93.45
50,30,26,1,1.1666666666666667,137,351.69999999999993
50,45,28,0,1.0,127,342.31
50,40,36,0,1.0,53,153.08
20,52,34,1,1.5555555555555556,90,1217.1899999999996
20,59,30,1,2.0,36,455.7
