grid_step,n_nodes,n_cores,single_precision,subdomain_ratio,time1
20,54,28,0,2.8571428571428568,26.44
20,46,30,0,3.571428571428572,30.17
20,33,32,0,1.0,35.59
50,37,36,1,1.0,5.32
20,13,24,1,1.9,45.53
20,21,34,0,1.6428571428571428,49.47
50,11,22,0,2.0,9.36
50,30,24,1,1.3333333333333333,5.41
20,40,24,1,3.875,23.67
80,10,20,1,2.0,2.96
20,33,28,1,5.0,24.29
20,12,28,1,1.75,46.18
50,12,24,0,2.0,8.35
50,27,32,1,1.6,4.53
20,40,16,1,2.583333333333333,25.59
20,14,24,1,2.411764705882353,44.37
50,17,16,0,1.0909090909090908,7.35
50,22,20,1,1.1111111111111112,4.39
50,32,28,0,1.1666666666666667,6.6
50,15,34,0,1.8333333333333333,6.71
20,16,14,0,3.647058823529412,91.57
20,18,36,1,2.0769230769230766,31.27
100,19,18,0,1.0,2.48
80,13,24,0,1.8,3.46
80,22,14,0,1.6,3.29
20,18,20,0,1.08,62.5
20,36,16,1,4.1,27.93
20,38,14,1,2.6923076923076925,29.57
50,18,32,1,1.0,7.01
20,60,24,0,4.5,28.27
20,44,18,1,1.6923076923076923,27.64
20,58,22,0,1.5454545454545454,26.59
20,18,20,0,3.8461538461538463,63.76
20,54,30,0,4.166666666666667,28.54
50,17,34,1,2.2,4.02
20,20,30,0,4.1,52.94
80,18,24,1,1.2,2.3
50,13,24,1,5.0,12.37
20,25,36,0,2.7,45.63
20,19,16,0,4.769230769230768,70.44
20,18,18,1,4.230769230769232,41.18
20,60,30,0,3.333333333333333,28.09
50,14,20,0,1.4,7.13
80,25,16,1,1.0,3.05
20,34,16,1,2.2142857142857144,27.88
50,13,14,0,4.0,12.39
80,21,16,1,1.6,2.33
20,36,28,1,4.428571428571429,21.86
20,21,36,1,3.888888888888889,33.32
20,22,14,0,1.5909090909090908,70.18
50,36,14,1,1.125,4.35
20,37,26,1,1.4615384615384617,23.12
20,39,30,0,1.7272727272727273,33.01
20,58,26,1,1.8888888888888888,18.61
50,12,34,0,1.375,7.59
20,24,22,1,4.5,30.85
50,18,30,1,2.6,4.34
80,14,18,0,2.0,3.58
50,22,28,1,1.2857142857142858,4.73
50,20,14,0,1.4,7.07
50,21,20,0,3.2,6.03
20,25,14,0,3.571428571428572,63.96
50,28,28,0,1.0,5.01
50,10,28,1,5.0,6.0
80,11,16,1,3.0,2.69
50,15,30,0,2.1666666666666665,6.69
50,38,28,1,1.4,4.7
20,56,26,1,1.8888888888888888,17.94
20,57,20,1,3.125,20.84
20,57,36,1,1.4444444444444444,30.06
50,33,32,1,1.0,12.74
20,26,30,0,2.083333333333333,41.54
80,10,22,0,1.8333333333333333,3.22
20,52,36,0,1.2,28.21
20,23,30,0,3.3,48.9
100,13,18,0,1.4,2.23
50,30,30,1,1.6,4.08
20,18,18,1,1.0,41.84
80,12,24,1,2.0,2.96
20,31,34,1,3.625,26.51
50,12,20,1,1.6,6.19
50,13,14,1,1.0714285714285714,12.69
20,48,18,0,3.4444444444444446,31.38
20,55,24,0,1.25,28.97
50,19,24,1,1.25,4.65
80,19,18,1,1.0,2.34
20,24,16,0,1.55,57.22
20,10,24,0,3.875,104.18
20,48,18,1,3.4444444444444446,24.18
20,46,22,0,2.2,31.59
20,21,30,0,1.4375,48.79
50,15,22,1,1.4444444444444444,5.18
20,14,30,0,2.1875,69.14
20,20,30,0,1.0,53.2
20,45,24,1,1.5,22.21
50,33,24,1,1.3333333333333333,3.79
20,10,22,1,2.272727272727273,62.83
20,51,24,0,3.8571428571428568,32.16
20,23,30,1,1.3125,30.26
20,24,20,1,1.25,34.06
20,25,34,0,1.4285714285714286,44.17
20,28,36,1,3.375,24.47
50,45,16,1,2.0,4.05
20,14,26,1,2.235294117647059,56.1
20,40,36,0,2.5,34.96
20,28,30,1,4.375,26.78
20,45,30,0,2.2222222222222223,31.48
20,18,32,1,2.3846153846153846,34.37
20,31,26,1,4.75,28.55
50,17,36,0,2.2,8.02
20,28,32,1,1.1333333333333333,24.89
50,11,36,0,1.2222222222222223,7.78
20,48,20,0,3.875,31.71
20,25,22,1,1.1,29.4
20,40,30,0,2.0,33.45
50,50,14,1,1.1428571428571428,4.14
20,35,22,0,3.888888888888889,35.82
50,52,20,1,1.4,4.43
20,39,32,1,1.25,20.43
20,14,34,0,1.7058823529411764,67.77
20,33,20,1,4.5555555555555545,27.35
20,40,16,0,2.583333333333333,39.85
20,19,16,0,1.1923076923076923,82.61
20,60,22,1,2.2222222222222223,21.21
20,45,36,1,1.181818181818182,21.23
20,42,16,1,2.8181818181818183,24.83
50,19,24,0,1.25,6.34
50,48,30,1,1.0,3.91
50,15,20,1,1.3,5.21
50,11,28,0,1.5555555555555556,9.45
20,51,14,1,2.636363636363636,24.38
80,10,32,1,1.1666666666666667,2.4
80,10,36,1,1.0,3.19
20,18,28,0,3.727272727272727,58.78
20,47,18,1,2.7,21.17
50,15,18,0,3.6666666666666665,7.39
50,25,18,0,2.1666666666666665,5.4
20,35,30,0,1.818181818181818,35.05
20,49,24,0,2.875,28.26
50,36,20,1,1.3333333333333333,3.98
20,35,26,0,1.3571428571428572,35.23
20,42,18,1,3.888888888888889,23.32
20,58,28,1,2.125,19.69
20,45,30,1,2.2222222222222223,23.57
50,25,32,1,2.0,4.97
20,29,28,1,1.0,28.02
50,40,22,0,1.8,4.2
50,56,18,0,1.4,10.53
50,18,20,0,4.0,6.58
50,26,30,0,2.0,5.21
20,33,34,1,4.142857142857143,23.13
50,52,30,0,1.0,5.36
20,42,24,0,1.818181818181818,42.7
20,45,32,0,4.5,32.69
20,15,16,1,2.5,52.91
50,58,14,1,1.1666666666666667,4.7
20,56,30,1,3.8333333333333335,22.46
50,20,16,0,5.0,7.0
20,22,14,1,2.647058823529412,44.6
20,55,30,0,2.8571428571428568,26.91
20,35,28,1,2.5,22.71
20,60,32,1,1.875,18.98
20,10,28,0,2.9411764705882355,94.92
20,24,18,1,1.7222222222222223,34.99
50,18,34,0,2.2,8.31
50,21,26,1,2.8,4.14
20,24,34,0,2.9,45.17
20,24,36,1,2.7,26.05
50,35,18,0,1.5,6.89
20,30,36,0,3.375,40.69
20,33,28,0,1.1333333333333333,35.4
50,21,28,1,1.2857142857142858,5.08
50,24,30,1,2.2,4.05
20,30,24,1,1.9230769230769231,27.22
80,19,20,0,1.0,2.78
20,25,14,1,1.75,39.39
20,50,28,0,3.571428571428572,29.1
20,34,30,0,2.7777777777777777,37.16
20,29,30,0,1.0625,40.44
50,14,20,1,5.0,5.24
20,30,28,0,4.375,40.18
20,39,14,1,1.2105263157894737,30.06
50,39,14,1,2.8,4.45
20,57,22,0,2.75,29.07
20,40,22,0,1.8333333333333333,33.09
20,23,34,0,1.5,49.52
50,20,26,1,3.0,4.21
50,24,26,1,2.4,4.19
20,10,14,0,2.84,149.49
20,41,32,1,1.25,20.16
20,22,34,1,1.5714285714285714,31.17
20,51,20,1,2.7777777777777777,19.16
20,47,16,0,3.1,34.01
20,38,32,0,3.7142857142857135,33.29
20,33,36,0,2.4444444444444446,37.29
20,38,32,1,1.1538461538461535,20.84
80,17,24,0,1.4,3.81
20,51,20,0,2.7777777777777777,28.88
20,21,20,0,1.0869565217391304,56.53
20,10,34,1,3.571428571428572,49.58
20,36,26,0,1.6666666666666667,34.31
50,16,30,1,3.2,4.48
20,48,30,1,1.6,18.88
20,52,18,0,3.0,30.09
20,24,24,0,1.8,46.98
50,36,18,1,2.2,4.6
20,22,24,0,4.5,50.19
50,26,14,1,2.142857142857143,4.6
20,60,34,1,4.0,20.2
20,30,30,1,2.7,31.83
50,12,24,0,1.0909090909090908,7.82
20,23,30,0,1.3125,45.76
20,37,36,0,1.0,33.11
20,10,18,0,1.851851851851852,117.37
50,10,14,1,1.4285714285714286,7.61
20,32,16,1,2.066666666666667,30.77
20,22,18,0,5.0,56.71
50,30,28,1,1.1666666666666667,6.48
50,20,26,0,3.0,5.67
20,41,32,0,1.25,32.81
50,48,20,0,1.6,4.75
100,16,14,0,1.1666666666666667,2.66
20,43,30,0,1.4545454545454546,30.87
20,24,30,1,2.25,27.8
20,50,14,0,1.7857142857142858,38.19
20,20,36,0,1.9230769230769231,49.49
20,16,30,1,1.25,37.36
50,27,26,0,1.0,6.86
20,12,22,1,1.8636363636363635,53.01
20,40,22,1,2.272727272727273,21.74
50,38,30,0,1.2,6.58
20,27,28,1,3.888888888888889,28.92
50,11,24,0,2.25,8.18
20,40,26,0,4.428571428571429,32.7
50,15,24,0,4.4,6.92
20,49,36,0,1.3,28.07
50,32,20,1,1.6666666666666667,3.94
50,29,20,1,1.6666666666666667,4.64
50,27,14,1,1.2222222222222223,4.62
20,46,20,0,2.5,30.28
20,28,36,0,2.3,46.54
20,36,20,1,1.25,24.34
50,11,28,1,2.571428571428572,6.52
20,14,24,1,1.75,56.01
20,14,14,0,4.176470588235294,109.38
100,10,32,0,1.2,2.7
20,40,22,0,2.272727272727273,32.97
80,12,20,0,2.4,3.08
20,22,20,1,4.545454545454546,37.28
50,16,18,0,2.0,7.29
50,34,28,0,1.4,4.91
20,36,28,0,2.3,34.3
50,26,28,0,1.0,5.25
20,46,36,1,2.8571428571428568,19.89
20,18,26,1,1.4210526315789471,36.93
20,58,30,1,2.0,18.56
20,21,22,0,2.333333333333333,53.27
20,15,14,0,4.4375,99.93
50,11,32,1,3.0,5.33
20,27,18,1,1.5,32.81
100,12,24,0,1.2,2.67
50,21,20,1,1.1111111111111112,4.54
20,51,30,1,1.2727272727272727,18.31
20,24,20,0,2.2,50.22
50,12,30,1,1.625,5.15
50,18,30,1,1.4285714285714286,4.36
20,10,28,0,4.428571428571429,95.96
50,29,22,1,1.5,3.93
50,25,16,0,1.0,5.82
20,55,18,1,3.0,19.34
100,19,20,1,1.0,2.19
20,50,24,1,2.0,18.3
20,58,20,1,3.125,19.61
20,27,34,0,3.0,40.3
20,19,28,0,2.6923076923076925,54.36
100,11,18,0,1.8,2.17
20,32,18,0,1.8,41.1
20,55,36,0,1.875,51.34
20,24,24,0,1.0,46.74
20,46,18,1,1.6153846153846154,21.11
100,20,20,0,1.0,2.36
50,34,18,0,2.2,4.79
20,22,26,0,1.1578947368421053,51.49
20,33,14,1,1.0454545454545454,31.72
20,54,28,0,1.181818181818182,26.23
50,24,18,0,3.2,5.89
20,19,36,0,2.0,59.92
50,28,24,0,1.5,4.96
50,16,36,1,1.0,14.25
20,15,36,0,3.727272727272727,84.72
50,26,28,1,1.0,4.28
100,10,16,0,2.4,2.26
50,19,20,0,1.0,6.2
20,16,16,0,4.133333333333334,82.55
20,60,28,1,1.0909090909090908,21.92
20,10,32,0,1.24,94.94
80,22,24,1,1.0,3.18
100,12,30,1,1.0,2.32
50,13,30,0,2.5,7.3
50,15,16,0,1.0833333333333333,7.95
80,30,20,1,1.0,3.1
20,46,18,1,2.7,20.42
20,36,14,0,1.5882352941176472,46.26
80,25,18,1,1.2,2.69
50,35,24,1,1.8,3.7
50,20,24,0,2.1666666666666665,7.24
20,15,24,0,1.08,69.27
20,13,24,1,2.1578947368421053,49.1
50,14,14,1,4.0,14.09
20,30,20,1,2.75,27.54
80,11,20,0,2.4,3.21
50,17,32,0,1.8333333333333333,6.74
50,13,30,0,1.8571428571428568,7.27
20,15,20,1,2.05,47.12
20,55,26,0,2.1111111111111107,28.24
80,21,20,1,1.2,2.89
20,56,32,1,1.875,19.63
80,25,22,0,1.0,3.7
20,45,16,0,2.8181818181818183,36.81
50,23,18,1,1.375,4.79
50,12,18,1,3.571428571428572,6.52
20,32,14,0,1.8235294117647056,49.3
20,12,30,1,1.65,48.82
50,23,24,1,1.0,4.44
50,38,20,0,2.0,4.41
50,12,24,1,3.6666666666666665,5.56
50,24,16,0,2.6666666666666665,6.24
50,35,16,0,2.8,4.77
80,22,20,0,1.2,3.53
20,24,24,0,2.3846153846153846,46.19
20,10,36,0,3.8461538461538463,91.48
20,28,30,0,2.272727272727273,39.36
50,38,16,0,1.6666666666666667,5.3
20,42,14,0,3.1818181818181817,40.27
20,33,14,0,4.090909090909091,50.76
20,12,24,1,2.05,50.16
20,17,28,1,1.7058823529411764,37.14
50,29,24,0,1.3333333333333333,4.89
50,18,18,0,2.2857142857142856,6.69
20,36,16,0,4.1,41.86
20,21,26,0,1.2105263157894737,51.16
20,36,22,1,2.4545454545454546,22.81
50,30,20,1,1.0,4.1
20,50,36,1,3.333333333333333,18.2
50,33,36,1,1.2,4.59
50,23,14,1,1.75,4.91
20,30,18,1,3.727272727272727,30.9
50,54,24,0,1.0,4.91
20,53,16,0,3.4444444444444446,38.84
20,12,36,0,1.35,80.73
20,27,20,0,2.5384615384615383,45.16
20,40,28,0,4.428571428571429,33.22
50,38,22,0,1.8,4.43
20,12,22,0,4.133333333333334,88.57
50,21,24,0,1.125,5.95
20,60,28,1,2.0,19.75
20,53,28,0,1.8888888888888888,27.56
50,15,30,0,1.375,7.56
20,30,30,0,2.272727272727273,58.7
80,18,22,1,1.2,2.96
50,36,26,0,1.6,4.57
50,13,24,1,1.875,5.27
50,60,14,0,1.8,4.2
20,55,32,0,3.6666666666666665,28.71
20,55,14,1,1.5714285714285714,23.86
50,45,28,1,1.0,3.98
20,35,28,0,1.2142857142857142,35.73
20,54,32,1,2.571428571428572,18.63
20,17,14,0,1.206896551724138,87.14
20,19,26,1,1.368421052631579,35.92
50,24,30,1,2.0,4.16
50,39,36,0,1.0,6.08
20,40,34,0,3.571428571428572,32.94
50,20,20,0,4.0,8.53
50,34,32,1,1.2,3.83
20,34,24,0,1.4285714285714286,42.3
50,49,16,1,1.0,3.82
20,10,30,0,1.32,104.87
20,40,36,1,4.5,24.95
50,18,20,0,1.1,6.91
20,42,26,1,2.555555555555556,20.36
20,11,18,0,2.5,107.03
50,32,32,1,1.0,4.66
100,13,16,0,1.1666666666666667,2.5
20,50,22,1,1.818181818181818,19.63
20,57,28,0,1.181818181818182,27.26
20,40,34,0,4.833333333333333,35.85
20,16,32,1,2.066666666666667,35.87
20,40,26,1,4.428571428571429,21.38
20,48,28,1,1.3636363636363635,18.85
20,29,34,1,3.625,24.86
50,10,20,0,3.125,10.14
20,29,36,0,3.375,40.57
20,13,36,0,1.4210526315789471,72.63
50,37,32,0,1.2,4.91
20,49,22,1,2.2,20.09
20,48,36,1,1.6666666666666667,19.08
20,59,34,0,1.75,30.68
20,57,30,0,1.181818181818182,26.98
50,18,28,1,1.125,4.56
20,51,30,0,1.2727272727272727,27.8
50,24,14,1,2.2857142857142856,4.89
20,41,30,0,1.3333333333333333,30.98
20,50,28,1,1.7,26.65
20,51,26,1,4.833333333333333,29.93
20,30,30,1,2.272727272727273,31.49
80,16,22,0,1.4,3.89
80,10,14,1,2.833333333333333,2.96
20,29,24,1,1.1764705882352942,26.0
100,10,34,1,1.0,2.51
20,33,24,1,2.4545454545454546,23.55
50,60,26,1,1.0,6.39
20,57,32,0,1.3,27.93
50,31,32,0,1.0,6.58
80,16,18,1,1.1666666666666667,2.88
50,12,32,0,1.5,13.55
20,38,34,0,4.833333333333333,33.34
20,18,16,1,4.769230769230768,45.58
50,22,26,1,1.2857142857142858,5.51
20,30,14,0,1.9411764705882355,51.44
20,24,18,0,3.1538461538461537,50.91
50,10,28,0,5.0,9.0
50,14,26,1,2.142857142857143,5.04
50,24,22,0,1.125,5.32
20,57,20,0,3.25,29.72
20,42,32,0,2.5,32.72
20,21,32,0,2.8181818181818183,49.47
50,28,20,1,2.8,3.97
20,24,26,1,1.0526315789473684,31.5
20,22,24,0,3.727272727272727,51.51
50,25,14,1,4.0,5.52
20,12,28,0,1.75,81.95
50,31,16,1,2.0,4.37
50,19,16,1,5.0,6.15
20,48,26,0,2.2222222222222223,31.28
80,21,16,0,1.4,2.97
20,30,14,1,2.1875,33.25
80,10,24,0,2.4,3.29
50,37,34,0,1.0,4.99
80,14,16,0,1.1428571428571428,4.01
20,60,16,0,2.5,29.94
20,60,18,0,1.818181818181818,29.28
20,15,20,1,1.32,45.2
20,48,14,0,1.5333333333333334,37.88
80,16,14,0,1.1428571428571428,3.67
50,28,14,0,2.0,5.67
20,22,28,0,1.2941176470588236,47.88
20,56,20,1,4.428571428571429,20.41
50,10,32,0,3.333333333333333,9.75
50,49,20,0,1.4,4.17
20,10,36,0,1.08,102.67
50,20,24,0,3.2,6.64
50,10,28,1,2.8571428571428568,5.83
20,38,26,1,2.888888888888889,21.71
20,32,24,1,1.3333333333333333,25.03
50,21,36,0,1.8,5.74
20,60,24,1,1.0833333333333333,19.17
20,24,26,0,3.8,47.98
20,60,14,1,4.125,22.88
20,42,24,1,1.3076923076923077,21.61
50,39,34,0,1.0,11.63
20,56,16,1,1.1333333333333333,33.93
20,21,30,0,3.1818181818181817,49.07
80,17,14,0,1.1428571428571428,3.18
50,11,20,1,2.2222222222222223,6.37
20,14,30,1,2.1875,39.64
100,14,18,0,1.4,2.14
50,30,28,0,1.6,6.22
50,54,20,1,1.4,4.36
20,45,20,0,1.0,33.21
20,51,14,1,1.6428571428571428,23.53
20,40,36,1,1.0833333333333333,22.12
20,60,32,1,2.2857142857142856,29.86
20,21,18,0,1.9444444444444444,59.48
20,24,28,1,1.1764705882352942,28.16
50,46,20,1,1.6,5.23
20,44,22,0,2.0,33.63
20,25,14,1,3.571428571428572,40.62
20,58,16,0,1.1333333333333333,30.66
20,36,16,1,1.8,27.25
50,52,18,1,1.4,5.04
50,28,20,0,2.4,5.12
20,35,32,0,1.4166666666666667,33.56
20,15,24,1,1.65,53.25
50,14,30,1,1.8571428571428568,5.31
50,24,22,1,1.125,4.32
20,20,30,0,1.5625,50.64
50,10,22,0,1.8,10.89
20,24,30,0,3.3,45.86
80,18,20,0,1.0,3.18
20,42,34,1,1.2727272727272727,20.26
20,50,36,1,3.333333333333333,23.12
80,30,20,1,1.0,3.31
80,11,22,0,2.2,3.41
50,12,26,0,1.875,7.81
20,39,34,0,1.1666666666666667,31.0
50,21,22,0,1.0,5.76
50,35,32,0,1.2,4.87
80,19,18,0,1.0,3.86
50,12,34,0,3.2,7.51
80,11,14,0,3.4,3.72
100,18,18,1,1.0,2.53
50,36,18,0,1.1428571428571428,5.68
20,15,36,1,1.3888888888888888,39.04
50,48,16,1,1.3333333333333333,4.39
80,11,16,0,1.5714285714285714,4.68
20,18,22,0,5.0,94.66
80,15,16,0,1.6666666666666667,2.84
50,23,32,0,1.3333333333333333,5.57
50,11,26,1,2.571428571428572,9.7
20,13,18,1,1.4074074074074074,68.27
20,30,18,0,3.727272727272727,43.59
50,11,24,0,4.166666666666667,9.37
20,50,36,0,2.0,38.14
50,34,20,0,2.0,4.5
50,19,34,1,2.2,4.24
20,37,26,0,1.4615384615384617,37.65
50,56,18,1,1.4,4.55
20,53,34,0,1.5555555555555556,27.42
20,55,32,0,5.0,27.95
20,28,20,1,1.4705882352941178,28.03
20,34,30,1,4.714285714285714,25.44
50,10,14,1,2.8,10.59
50,10,36,0,4.0,8.57
20,53,22,1,2.4444444444444446,20.27
20,36,24,0,3.4444444444444446,36.83
50,15,36,1,2.6,8.36
20,60,28,0,3.8333333333333335,28.51
20,60,28,1,2.8571428571428568,18.87
50,12,14,1,1.1428571428571428,8.38
50,50,16,0,1.3333333333333333,4.38
50,10,28,1,1.4,5.39
20,19,22,1,3.4615384615384617,36.0
20,56,16,0,1.1333333333333333,41.54
50,45,32,0,1.0,6.34
20,12,16,0,1.3225806451612905,108.93
50,17,22,0,3.6,12.55
20,54,28,1,2.25,17.83
50,29,14,1,2.333333333333333,4.48
50,11,36,1,3.6,5.13
20,51,18,0,3.0,32.47
20,22,26,1,1.1578947368421053,32.79
20,34,30,1,1.1428571428571428,23.04
20,24,36,0,3.4444444444444446,45.74
20,59,34,1,1.75,19.19
100,17,20,0,1.0,2.54
20,42,30,0,2.875,31.05
80,12,20,0,1.6666666666666667,3.84
20,46,28,1,2.625,18.88
20,15,28,0,4.545454545454546,71.09
20,45,22,1,4.714285714285714,21.2
20,15,24,1,3.8461538461538463,41.95
20,22,22,0,1.0,51.05
20,57,36,1,3.0,19.74
50,37,16,0,2.4,5.09
80,22,20,1,1.2,2.48
20,60,22,1,1.25,19.7
50,21,18,0,1.2222222222222223,6.14
20,41,36,0,4.5,33.86
20,36,36,0,1.0,34.44
20,22,14,1,1.5909090909090908,44.62
100,15,16,1,1.0,1.96
20,50,26,0,3.571428571428572,28.09
20,11,28,0,2.647058823529412,87.61
50,24,16,1,1.5,4.75
50,15,24,0,2.6666666666666665,6.96
20,54,16,1,3.4444444444444446,21.07
20,45,28,1,1.5454545454545454,19.19
50,36,30,0,1.4,4.64
50,52,30,1,1.0,5.92
20,58,24,0,1.7,27.56
20,53,14,1,3.888888888888889,23.07
20,54,22,0,3.8571428571428568,28.43
20,37,34,1,4.833333333333333,21.41
50,33,14,0,2.333333333333333,6.19
20,37,28,1,1.3076923076923077,24.25
20,50,18,1,1.5384615384615383,21.71
20,44,14,1,1.2941176470588236,28.06
20,45,20,0,2.272727272727273,34.43
20,24,28,0,1.1764705882352942,47.03
20,56,18,0,3.375,27.74
20,27,14,0,1.9444444444444444,61.07
20,49,20,1,5.0,21.32
20,42,34,0,1.8888888888888888,29.49
20,16,24,1,1.55,39.27
20,24,20,0,3.4166666666666665,50.1
20,28,34,0,3.625,41.53
20,17,26,1,1.5263157894736843,37.11
20,40,22,1,3.4444444444444446,22.59
20,28,18,0,3.727272727272727,45.24
20,49,36,0,2.4285714285714284,31.69
80,24,14,0,1.4,3.11
20,39,26,0,1.5833333333333333,32.28
20,56,30,0,3.8333333333333335,28.03
50,19,34,0,2.0,5.85
20,42,20,1,4.375,25.94
50,14,24,1,1.3333333333333333,12.61
20,39,36,1,1.0833333333333333,20.67
50,20,16,1,1.2,4.9
100,10,36,0,1.0,2.78
20,56,14,0,4.375,33.68
20,28,32,0,3.875,42.04
20,42,30,0,3.8571428571428568,31.87
20,50,36,0,3.333333333333333,36.95
20,25,16,0,1.55,55.87
20,42,30,0,3.571428571428572,30.59
50,34,26,0,1.4,4.59
50,15,26,0,1.8571428571428568,6.74
50,12,32,1,2.6666666666666665,5.2
50,35,28,1,1.4,3.77
20,30,16,0,1.9375,46.65
20,37,34,1,1.0769230769230769,20.98
20,45,22,1,1.0666666666666669,20.47
20,46,30,1,3.571428571428572,20.69
20,42,18,0,2.4545454545454546,35.03
20,26,18,1,2.9230769230769242,31.83
100,16,18,0,1.2,9.62
50,24,16,1,2.6666666666666665,4.76
20,49,34,1,1.4,19.23
20,11,20,1,1.8,60.43
20,54,20,0,1.5,28.54
20,30,14,0,4.545454545454546,53.75
50,48,18,0,1.6,4.84
20,23,24,0,1.05,57.6
50,16,34,0,2.4,6.41
80,21,24,1,1.0,3.04
20,54,36,1,3.0,18.41
20,60,32,1,3.333333333333333,24.02
20,48,32,0,1.5,28.88
100,10,34,0,1.0,2.76
20,50,14,1,3.5,25.62
50,11,36,0,3.6,8.73
20,15,32,1,2.2,38.43
20,38,30,0,3.125,34.39
50,28,24,1,1.1428571428571428,3.97
50,51,24,0,1.0,4.45
50,55,18,0,1.0,4.1
50,20,14,1,1.4,4.97
20,34,16,0,1.9333333333333331,44.47
20,27,14,0,1.173913043478261,58.48
50,14,20,1,1.4,6.21
50,11,18,0,2.4444444444444446,8.64
80,33,16,0,1.0,3.44
20,54,34,0,1.5555555555555556,28.96
20,39,34,0,4.833333333333333,35.97
100,15,24,1,1.0,2.73
50,45,28,0,1.0,4.63
20,45,28,0,3.8571428571428568,30.58
20,30,20,0,4.1,42.85
20,15,18,0,1.2222222222222223,78.63
20,34,22,1,1.5714285714285714,27.42
50,14,34,1,2.8,6.31
20,40,30,0,1.3333333333333333,35.11
20,43,14,1,3.1818181818181817,29.76
20,35,16,1,2.9166666666666665,28.51
20,14,20,0,2.9411764705882355,79.19
50,51,24,1,1.0,4.09
20,40,24,1,1.6666666666666667,24.56
50,37,24,1,1.6,3.9
20,24,14,1,1.3478260869565215,39.96
50,15,20,0,3.333333333333333,7.22
20,40,20,0,2.083333333333333,33.44
50,24,20,0,1.25,11.67
20,38,34,1,1.0769230769230769,20.5
20,36,34,0,2.2222222222222223,33.05
20,33,30,1,3.0,24.4
50,28,18,1,1.125,4.33
50,36,22,1,1.3333333333333333,5.31
50,50,16,1,1.3333333333333333,3.86
50,34,16,0,1.8333333333333333,6.36
50,23,28,0,1.1428571428571428,5.44
50,33,22,1,1.5,3.68
20,13,30,0,2.375,77.2
20,21,18,1,1.9444444444444444,36.93
50,57,26,0,1.0,11.23
20,27,22,1,1.2222222222222223,30.36
20,51,28,0,1.2727272727272727,29.74
20,22,32,0,2.8181818181818183,60.52
50,25,20,1,1.25,4.13
20,48,30,1,1.3636363636363635,20.41
20,54,26,0,4.5,35.72
20,11,36,1,5.0,48.26
20,20,18,1,1.65,39.89
20,10,14,1,2.84,83.22
50,22,22,0,1.0,5.46
20,17,20,1,3.571428571428572,57.17
20,10,16,1,1.6129032258064515,77.84
20,24,20,1,1.9375,37.58
20,49,20,1,2.5,20.15
50,26,16,0,2.5,7.68
20,26,18,1,1.4210526315789471,31.04
20,49,18,0,5.0,30.33
20,14,14,0,1.0,107.1
50,45,32,1,1.0,6.64
20,27,28,0,1.7692307692307692,40.68
20,53,32,0,1.6666666666666667,35.47
50,15,18,1,1.181818181818182,5.26
20,45,32,1,4.5,23.59
50,11,30,1,3.333333333333333,5.47
50,10,16,1,2.5,8.42
20,48,32,1,2.8571428571428568,20.38
20,34,16,1,1.9333333333333331,28.39
80,24,22,0,1.0,3.39
20,45,16,0,3.3,35.53
20,50,36,1,2.0,19.08
50,50,18,0,1.6,5.29
20,30,14,0,2.9285714285714284,52.98
50,10,28,0,1.4,11.54
50,16,18,0,3.6666666666666665,7.29
80,14,24,0,1.6,2.94
20,45,26,0,1.7272727272727273,30.3
20,39,28,1,1.7272727272727273,20.81
50,11,30,0,3.0,15.61
20,36,16,1,2.3846153846153846,27.04
20,51,20,1,3.625,20.53
80,14,36,1,1.0,3.23
20,47,22,0,2.2,32.46
50,19,28,1,1.4285714285714286,5.42
50,35,34,0,1.0,4.9
20,32,28,1,5.0,25.83
50,23,26,0,1.1428571428571428,5.65
20,42,22,0,5.0,32.68
20,27,30,1,2.4545454545454546,27.23
50,60,24,0,1.0,5.89
20,13,34,0,1.5263157894736843,75.45
20,11,14,0,3.227272727272727,136.18
20,34,14,1,2.5,30.49
20,59,36,1,1.625,21.63
50,12,32,0,2.6666666666666665,7.77
50,33,26,0,1.1666666666666667,4.45
20,12,14,1,4.882352941176472,77.73
20,29,32,0,3.875,45.57
20,39,28,0,2.555555555555556,31.86
50,60,24,1,1.0,5.63
50,57,24,0,1.0,5.46
20,40,34,1,3.571428571428572,21.08
50,32,18,0,1.8333333333333333,5.6
20,56,24,0,1.7,26.14
50,45,22,0,1.0,4.23
20,60,24,1,4.5,28.67
50,56,14,0,1.0,5.29
20,52,18,1,1.4615384615384617,20.3
20,24,20,0,1.9375,50.68
20,34,32,0,1.0714285714285714,34.66
50,33,18,1,1.8333333333333333,3.77
20,15,30,0,1.35,65.45
20,60,14,1,1.4285714285714286,21.89
20,42,16,1,1.1764705882352942,26.48
50,21,22,1,2.333333333333333,4.34
50,31,34,1,1.2,3.87
20,18,20,1,2.5625,39.32
50,38,24,1,1.6,5.07
20,10,36,1,1.08,68.13
20,20,16,0,1.24,65.88
20,14,36,0,2.6923076923076925,68.26
20,51,28,0,3.2857142857142856,30.92
20,29,22,0,1.2941176470588236,43.28
50,35,34,0,1.0,4.93
20,40,28,1,1.4166666666666667,20.69
50,28,26,0,1.0,5.02
50,13,30,0,4.0,8.13
50,21,32,1,1.5,4.4
20,54,14,0,1.7692307692307692,40.29
50,23,24,0,1.0,5.61
20,44,30,0,2.2222222222222223,29.56
